ID,SEX_FEMALE,EDUCATION_1,EDUCATION_2,EDUCATION_3,EDUCATION_4,MARRIAGE_1,MARRIAGE_2,MARRIAGE_3,LIMIT_BAL,AGE,PAY_0,PAY_2,PAY_3,PAY_4,PAY_5,PAY_6,BILL_AMT1,BILL_AMT2,BILL_AMT3,BILL_AMT4,BILL_AMT5,BILL_AMT6,PAY_AMT1,PAY_AMT2,PAY_AMT3,PAY_AMT4,PAY_AMT5,PAY_AMT6,default payment next month,avg_bill_amt,avg_pay_amt,credit_utilization,payment_ratio_1,payment_ratio_2,payment_ratio_3,payment_ratio_4,payment_ratio_5,payment_ratio_6,avg_payment_ratio,bill_to_limit_ratio,max_delay,delay_count
20,1,1,0,0,0,0,1,0,180000,29,1,-2,-2,-2,-2,-2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1
21,1,0,0,1,0,0,1,0,130000,39,0,0,0,0,0,-1,38358.0,27688.0,24489.0,20616.0,11802.0,930.0,3000.0,1537.0,1000,2000.0,930.0,33764.0,0,20647.166666666668,7038.5,0.15882435896214173,0.0782105427811669,0.055511412886449,0.04083466045979828,0.09701202949165696,0.0788002033553635,5.0,0.8917281414957391,0.2950615384388414,0,0
22,1,0,1,0,0,1,0,0,120000,39,-1,-1,-1,-1,-1,-1,316.0,316.0,316.0,0.0,632.0,316.0,316.0,316.0,0,632.0,316.0,0.0,1,316.0,263.3333333333333,0.0026333333331138888,1.0,1.0,0.0,5.0,0.5,0.0,1.25,0.0026333333331138888,-1,0
23,1,0,1,0,0,0,1,0,70000,26,2,0,0,2,2,2,41087.0,42445.0,45020.0,44006.0,46905.0,46012.0,2007.0,3582.0,0,3601.0,0.0,1820.0,1,44245.833333333336,1835.0,0.6320833332430357,0.04884756735707158,0.08439156555542467,0.0,0.08182975048856975,0.0,0.039554898722072504,0.04243729702052309,0.5869571427732918,2,4
24,1,1,0,0,0,1,0,0,450000,40,-2,-2,-2,-2,-2,-2,5512.0,19420.0,1473.0,560.0,0.0,0.0,19428.0,1473.0,560,0.0,0.0,1128.0,1,4494.166666666667,3764.8333333333335,0.009987037036815104,3.5246734397677795,0.0758496395468589,0.3801765105227427,0.0,0.0,5.0,1.496783264972897,0.01224888888861669,-2,0
25,0,1,0,0,0,0,1,0,90000,23,0,0,0,-1,0,0,4744.0,7070.0,0.0,5398.0,6360.0,8292.0,5757.0,0.0,5398,1200.0,2045.0,2000.0,0,5310.666666666667,2733.3333333333335,0.05900740740085103,1.2135328836424957,0.0,5.0,0.2223045572434235,0.32154088050314467,0.241196333815726,1.1664291092007983,0.05271111110525432,0,0
26,0,0,0,1,0,0,1,0,50000,23,0,0,0,0,0,0,47620.0,41810.0,36023.0,28967.0,29829.0,30046.0,1973.0,1426.0,1001,1432.0,1062.0,997.0,0,35715.833333333336,1315.1666666666667,0.7143166665238033,0.041432171356572865,0.034106673044726143,0.0277878022374594,0.04943556460800221,0.03560293673941466,0.03318245357119084,0.03692460025956102,0.95239999980952,0,0
27,0,1,0,0,0,0,1,0,60000,27,1,-2,-1,-1,-1,-1,-81.0,-200.0,259.0,-57.0,127.0,-189.0,0.0,1000.0,0,500.0,0.0,1000.0,1,-23.5,416.6666666666667,0.0,0.0,5.0,0.0,5.0,0.0,5.0,2.5,0.0,1,1
28,1,0,0,1,0,0,1,0,50000,30,0,0,0,0,0,0,22541.0,16138.0,17163.0,17878.0,18931.0,19617.0,1300.0,1300.0,1000,1500.0,1000.0,1012.0,0,18711.333333333332,1185.3333333333333,0.3742266665918213,0.05767268532895613,0.0805552113025158,0.058264872108605724,0.0839020024611254,0.052823411335904076,0.051587908446755364,0.06413434849731042,0.45081999990983596,0,0
29,1,0,0,1,0,1,0,0,50000,47,-1,-1,-1,-1,-1,-1,650.0,3415.0,3416.0,2040.0,30430.0,257.0,3415.0,3421.0,2044,30430.0,257.0,0.0,0,6701.333333333333,6594.5,0.13402666663986132,5.0,1.0017569546120058,0.5983606557377049,5.0,0.008445612882024318,0.0,1.934760537205289,0.0129999999974,-1,0
30,0,1,0,0,0,0,1,0,50000,26,0,0,0,0,0,0,15329.0,16575.0,17496.0,17907.0,18375.0,11400.0,1500.0,1500.0,1000,1000.0,1600.0,0.0,0,16180.333333333334,1100.0,0.3236066666019453,0.09785374127470807,0.09049773755656108,0.05715592135345222,0.05584408331937231,0.08707482993197278,0.0,0.06473771890601109,0.30657999993868396,0,0
31,1,1,0,0,0,0,1,0,230000,27,-1,-1,-1,-1,-1,-1,16646.0,17265.0,13266.0,15339.0,14307.0,36923.0,17270.0,13281.0,15339,14307.0,37292.0,0.0,0,18957.666666666668,16248.166666666666,0.08242463767757575,1.0374864832392166,0.769244135534318,1.1562641338760742,0.9327205163309212,2.606556231215489,0.0,1.0837119166993363,0.07237391304033157,-1,0
32,0,0,1,0,0,0,1,0,50000,33,2,0,0,0,0,0,30518.0,29618.0,22102.0,22734.0,23217.0,23680.0,1718.0,1500.0,1000,1000.0,1000.0,716.0,1,25311.5,1155.6666666666667,0.506229999898754,0.0562946457828167,0.05064487811466,0.0452447742285766,0.04398697985396323,0.04307188697936857,0.030236486486486486,0.0449132752409786,0.610359999877928,2,1
33,0,1,0,0,0,0,1,0,100000,32,0,0,0,0,0,0,93036.0,84071.0,82880.0,80958.0,78703.0,75589.0,3023.0,3511.0,3302,3204.0,3200.0,2504.0,0,82539.5,3124.0,0.8253949999174605,0.032492798486607334,0.04176231994385698,0.03984073359073359,0.03957607648410287,0.040659187070378515,0.03312651311698792,0.0379096047821112,0.9303599999069639,0,0
34,1,0,1,0,0,1,0,0,500000,54,-2,-2,-2,-2,-2,-2,10929.0,4152.0,22722.0,7521.0,71439.0,8981.0,4152.0,22827.0,7521,67054.43999999961,981.0,51582.0,0,20957.333333333332,25686.239999999932,0.04191466666582837,0.3799066703266539,5.0,0.33100079218378664,5.0,0.013731995128711209,5.0,2.6207732429398587,0.021857999999562838,-2,0
35,0,1,0,0,0,1,0,0,500000,58,-2,-2,-2,-2,-2,-2,13709.0,5006.0,31130.0,3180.0,0.0,5293.0,5006.0,31178.0,3180,0.0,5293.0,768.0,0,9719.666666666666,7570.833333333333,0.019439333332944543,0.3651615726894741,5.0,0.1021522646964343,0.0,5.0,0.1450972983185339,1.768735189284074,0.027417999999451638,-2,0
36,0,1,0,0,0,0,1,0,160000,30,-1,-1,-2,-2,-2,-1,30265.0,-131.0,-200.0,-212.02,-232.01,-331.03,131.0,396.0,396,565.0,792.0,0.0,0,4859.823333333334,380.0,0.03037389583143497,0.004328432182388898,5.0,5.0,5.0,5.0,0.0,3.334054738697065,0.18915624998817776,-1,0
37,0,0,1,0,0,1,0,0,280000,40,0,0,0,0,0,0,186503.0,181328.0,180422.0,170410.0,173901.0,177413.0,8026.0,8060.0,6300,6400.0,6400.0,6737.0,0,178329.5,6987.166666666667,0.6368910714058252,0.04303416030841327,0.0444498367599047,0.034918136369178926,0.03755648142714629,0.036802548576488923,0.037973541961412074,0.03912245090042404,0.6660821428333542,0,0
38,1,0,1,0,0,0,1,0,60000,22,0,0,0,0,0,-1,15054.0,9806.0,11068.0,6026.0,-232.01,18660.0,1500.0,1518.0,2043,0.0,47671.0,617.0,0,10063.664999999999,8891.5,0.16772774997204534,0.0996412913511359,0.1548031817254742,0.1845861944344055,0.0,5.0,0.033065380493033224,0.9120160080006748,0.2508999999581833,0,0
39,0,1,0,0,0,0,1,0,50000,25,1,-1,-1,-2,-2,-2,0.0,780.0,0.0,0.0,0.0,0.0,780.0,0.0,0,0.0,0.0,0.0,1,130.0,130.0,0.00259999999948,5.0,0.0,0.0,0.0,0.0,0.0,0.8333333333333334,0.0,1,1
40,0,1,0,0,0,0,1,0,280000,31,-1,-1,2,-1,0,-1,498.0,9075.0,4641.0,9976.0,17976.0,9477.0,9075.0,0.0,9976,8000.0,9525.0,781.0,0,8607.166666666666,6226.166666666667,0.030739880951283095,5.0,0.0,2.149536737772032,0.8019246190858059,0.5298731642189586,0.08241004537300833,1.4272907610749674,0.001778571428507908,2,1
41,0,1,0,0,0,0,1,0,360000,33,0,0,0,0,0,0,218668.0,221296.0,206895.0,304997.27,195969.0,179224.0,10000.0,7000.0,6000,67054.43999999961,28000.0,4000.0,0,221174.87833333333,20342.4066666666,0.614374662019971,0.04573142846689959,0.03163184151543634,0.029000217501631263,0.21985259081171318,0.14287974118355454,0.02231843949471053,0.08190237649565758,0.6074111110942385,0,0
42,1,1,0,0,0,0,1,0,70000,25,0,0,0,0,0,0,67521.0,66999.0,63949.0,63699.0,64718.0,65970.0,3000.0,4500.0,4042,2500.0,2800.0,2500.0,0,65476.0,3223.6666666666665,0.9353714284378041,0.044430621584395966,0.06716518156987418,0.06320661777353828,0.03924708394166313,0.043264624988411264,0.0378960133393967,0.04920169053287992,0.9645857141479163,0,0
43,0,0,1,0,0,0,1,0,10000,22,0,0,0,0,0,0,1877.0,3184.0,6003.0,3576.0,3670.0,4451.0,1500.0,2927.0,1000,300.0,1000.0,500.0,0,3793.5,1204.5,0.37934999962065,0.7991475759190197,0.9192839195979899,0.16658337497917708,0.08389261744966443,0.2724795640326976,0.11233430689732644,0.39228689314597914,0.1876999998123,0,0
44,1,0,1,0,0,1,0,0,140000,37,0,0,0,0,0,0,59504.0,61544.0,62925.0,64280.0,67079.0,69802.0,3000.0,3000.0,3000,4000.0,4000.0,3000.0,0,64189.0,3333.3333333333335,0.4584928571101077,0.050416778703952676,0.04874561289483947,0.04767580452920143,0.06222775357809583,0.05963118114462052,0.04297871121171313,0.05194597367707051,0.42502857139821226,0,0
45,1,1,0,0,0,0,1,0,40000,30,0,0,0,2,0,0,18927.0,21295.0,25921.0,25209.0,26636.0,29197.0,3000.0,5000.0,0,2000.0,3000.0,0.0,0,24530.833333333332,2166.6666666666665,0.6132708331800155,0.1585037248375337,0.23479690068091102,0.0,0.07933674481336031,0.11262952395254543,0.0,0.09754448238072506,0.4731749998817062,2,1
46,0,1,0,0,0,0,1,0,210000,29,-2,-2,-2,-2,-2,-2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2,0
47,1,1,0,0,0,0,1,0,20000,22,0,0,2,-1,0,0,14028.0,16484.0,15800.0,16341.0,16675.0,0.0,3000.0,0.0,16741,334.0,0.0,0.0,1,13221.333333333334,3345.8333333333335,0.6610666663361334,0.21385799828913601,0.0,1.0595569620253165,0.02043938559451686,0.0,0.0,0.2156423909848282,0.7013999996493,2,1
48,1,0,0,0,1,0,1,0,150000,46,0,0,-1,0,0,-2,4463.0,3034.0,1170.0,1170.0,0.0,0.0,1013.0,1170.0,0,0.0,0.0,0.0,1,1639.5,363.8333333333333,0.010929999999271333,0.22697736948241093,0.38562953197099537,0.0,0.0,0.0,0.0,0.10210115024223439,0.02975333333134978,0,0
49,0,0,1,0,0,0,1,0,380000,32,-1,-1,-1,-1,-1,-1,22401.0,21540.0,15134.0,32018.0,11849.0,11873.0,21540.0,15138.0,24677,11851.0,11875.0,8251.0,0,19135.833333333332,15555.333333333334,0.050357456139025675,0.9615642158832195,0.7027855153203343,1.6305669353772962,0.370135548753826,1.0021942779981432,0.6949380948370252,0.8936974313616406,0.05894999999844868,-1,0
50,0,1,0,0,0,0,1,0,20000,24,0,0,0,0,0,0,17447.0,18479.0,19476.0,19865.0,20480.0,20063.0,1318.0,1315.0,704,928.0,912.0,1069.0,0,19301.666666666668,1041.0,0.9650833328507917,0.075543073307732,0.07116185940797662,0.0361470527829123,0.04671532846715328,0.04453125,0.05328216119224443,0.054563454193003104,0.872349999563825,0,0
51,0,0,0,1,0,0,1,0,70000,42,1,2,2,2,2,0,37042.0,36171.0,38355.0,39423.0,38659.0,39362.0,0.0,3100.0,2000,0.0,1500.0,1500.0,1,38168.666666666664,1350.0,0.5452666665887713,0.0,0.08570401703021757,0.052144440099074436,0.0,0.03880079670969244,0.038107819724607486,0.035792845593931984,0.5291714284958327,2,5
52,1,0,0,1,0,0,0,1,100000,43,0,0,0,0,0,0,61559.0,51163.0,43824.0,39619.0,35762.0,33258.0,2000.0,1606.0,1500,2000.0,1500.0,1000.0,0,44197.5,1601.0,0.44197499995580247,0.03248915674393671,0.03138987158688896,0.03422782037239869,0.050480829904843635,0.04194396286561154,0.03006795357507968,0.0367665991747932,0.615589999938441,0,0
53,1,0,1,0,0,1,0,0,310000,49,-2,-2,-2,-2,-2,-2,13465.0,7867.0,7600.0,11185.0,3544.0,464.0,7875.0,7600.0,11185,3544.0,464.0,0.0,0,7354.166666666667,5111.333333333333,0.02372311827880463,0.5848496101002599,0.9660607601372824,1.4717105263157895,0.31685292802860976,0.1309255079006772,0.0,0.5783998887471031,0.043435483869566596,-2,0
54,1,1,0,0,0,0,1,0,180000,25,1,2,0,0,0,0,41402.0,41742.0,42758.0,43510.0,44420.0,45319.0,1300.0,2010.0,1762,1762.0,1790.0,1622.0,0,43191.833333333336,1707.6666666666667,0.23995462961629885,0.03139944930196609,0.04815293948541038,0.041208662706394124,0.0404964376005516,0.04029716343989194,0.035790727950749134,0.03955756341416054,0.23001111109833272,2,2
55,1,1,0,0,0,0,1,0,150000,29,2,0,0,0,0,0,46224.0,34993.0,31434.0,26518.0,21042.0,16540.0,1600.0,1718.0,1049,1500.0,2000.0,5000.0,0,29458.5,2144.5,0.19638999998690734,0.034614053305642094,0.04909553339239276,0.033371508557612777,0.05656535183648842,0.095047999239616,0.3022974607013301,0.09516531783884703,0.30815999997945603,2,1
56,1,1,0,0,0,1,0,0,500000,45,-2,-2,-2,-2,-2,-2,1905.0,3640.0,162.0,0.0,151.0,2530.0,3640.0,162.0,0,151.0,2530.0,0.0,0,1398.0,1080.5,0.0027959999999440798,1.9107611548556431,0.04450549450549451,0.0,5.0,5.0,0.0,1.9925444415601896,0.0038099999999237997,-2,0
57,1,0,0,1,0,1,0,0,180000,34,0,0,0,-1,-1,-1,16386.0,15793.0,8441.0,7142.0,-232.01,8321.0,8500.0,1500.0,7500,679.0,9000.0,2000.0,0,9308.498333333333,4863.166666666667,0.05171387962675664,0.5187355059196875,0.09497878807066422,0.8885203174979268,0.09507140856902828,5.0,0.24035572647518327,1.1396102910887482,0.09103333332827593,0,0
58,1,0,1,0,0,1,0,0,180000,34,0,0,0,0,0,0,175886.0,173440.0,172308.0,168608.0,132202.0,129918.0,8083.0,7296.0,5253,4814.0,4816.0,3800.0,0,158727.0,5677.0,0.8818166666176769,0.04595590325551778,0.04206642066420664,0.030486106274810222,0.028551432909470487,0.036429100921317376,0.029249218737973183,0.03545636379388261,0.9771444443901587,0,0
59,1,1,0,0,0,0,1,0,200000,34,-1,3,2,2,2,2,1587.0,1098.0,782.0,1166.0,700.0,1414.0,0.0,0.0,700,0.0,1200.0,0.0,0,1124.5,316.6666666666667,0.005622499999718875,0.0,0.0,0.8951406649616368,0.0,1.7142857142857142,0.0,0.43490439654122515,0.00793499999960325,3,5
60,1,0,1,0,0,1,0,0,400000,29,0,0,0,0,0,0,350110.6799999999,337495.28,325030.38999999897,304997.27,285868.33,279505.05999999965,17000.0,15029.0,30000,12000.0,12000.0,23000.0,0,313834.5016666664,18171.5,0.7845862541470513,0.04855607375359131,0.044530993144555976,0.0922990616354369,0.03934461446163108,0.04197736769232185,0.08228831349242847,0.05816607069666094,0.8752766999781177,0,0
61,1,0,0,1,0,1,0,0,500000,28,0,0,0,0,0,0,22848.0,23638.0,18878.0,14937.0,13827.0,15571.0,1516.0,1300.0,1000,1000.0,2000.0,2000.0,1,18283.166666666668,1469.3333333333333,0.03656633333260201,0.0663515406162465,0.05499619257128353,0.05297171310520182,0.0669478476266988,0.14464453605265062,0.12844390212574658,0.08572595534963796,0.04569599999908608,0,0
62,0,0,1,0,0,1,0,0,70000,39,0,0,0,0,0,-1,70800.0,72060.0,69938.0,16518.0,14096.0,830.0,4025.0,2095.0,1000,2000.0,3000.0,0.0,0,40707.0,2020.0,0.5815285713454958,0.0568502824858757,0.02907299472661671,0.014298378563870857,0.1210800339024095,0.21282633371169127,0.0,0.07235467056507734,1.0114285712840816,0,0
63,0,1,0,0,0,0,1,0,50000,29,2,2,2,2,2,2,24987.0,24300.0,26591.0,25865.0,27667.0,28264.0,0.0,2700.0,0,2225.0,1200.0,0.0,1,26279.0,1020.8333333333334,0.5255799998948839,0.0,0.1111111111111111,0.0,0.08602358399381403,0.04337297140998301,0.0,0.040084611085818025,0.49973999990005197,2,6
64,1,0,1,0,0,1,0,0,50000,46,0,0,0,-2,-2,-2,28718.0,29166.0,0.0,0.0,0.0,0.0,1000.0,0.0,0,0.0,0.0,0.0,1,9647.333333333334,166.66666666666666,0.19294666662807733,0.03482136639041716,0.0,0.0,0.0,0.0,0.0,0.0058035610650695275,0.574359999885128,0,0
65,1,0,1,0,0,1,0,0,130000,51,-1,-1,-2,-2,-1,-1,99.0,0.0,0.0,0.0,2353.0,0.0,0.0,0.0,0,2353.0,0.0,0.0,0,408.6666666666667,392.1666666666667,0.0031435897433479292,0.0,0.0,0.0,5.0,0.0,0.0,0.8333333333333334,0.0007615384614798816,-1,0
66,0,1,0,0,0,1,0,0,200000,57,-2,-2,-2,-1,2,2,152519.0,148751.0,144076.0,8174.0,8198.0,7918.0,0.0,0.0,8222,300.0,0.0,1000.0,1,78272.66666666667,1587.0,0.3913633333137652,0.0,0.0,0.05706710347316694,0.03670173721556154,0.0,0.1262945188178833,0.0366772265844353,0.7625949999618703,2,2
67,0,0,1,0,0,1,0,0,10000,56,2,2,2,0,0,0,2097.0,4193.0,3978.0,4062.0,4196.0,4326.0,2300.0,0.0,150,200.0,200.0,160.0,1,3808.6666666666665,501.6666666666667,0.3808666662858,1.0968049594659037,0.0,0.03770739064856712,0.049236829148202856,0.047664442326024785,0.03698566805362922,0.2113998816070546,0.20969999979030002,2,3
68,1,1,0,0,0,0,1,0,210000,30,2,-1,-1,-1,-1,-1,300.0,300.0,1159.0,2280.0,300.0,4250.0,300.0,1159.0,2280,300.0,4250.0,909.0,0,1431.5,1533.0,0.006816666666342064,1.0,3.8633333333333333,1.9672131147540983,0.13157894736842105,5.0,0.21388235294117647,2.0293346247328383,0.0014285714285034014,2,1
69,1,0,0,1,0,0,1,0,130000,29,1,-2,-2,-1,2,-1,-81.0,-200.0,-200.0,10311.0,10161.0,7319.0,0.0,0.0,20161,0.0,7319.0,13899.0,0,4551.666666666667,6896.5,0.03501282051012722,0.0,0.0,5.0,0.0,0.720303119771676,1.8990299221205083,1.269888840315364,0.0,2,2
70,0,0,0,0,1,0,1,0,20000,22,2,0,0,0,0,0,18565.0,17204.0,17285.0,18085.0,11205.0,5982.0,0.0,1200.0,1000,500.0,1000.0,0.0,0,14721.0,616.6666666666666,0.736049999631975,0.0,0.06975122064636131,0.05785363031530229,0.027647221454243847,0.0892458723784025,0.0,0.04074965746571832,0.9282499995358751,2,1
71,0,1,0,0,0,0,1,0,80000,31,-1,-1,-1,-1,-1,-1,780.0,0.0,390.0,390.0,390.0,390.0,0.0,390.0,390,390.0,390.0,390.0,0,390.0,325.0,0.004874999999390625,0.0,5.0,1.0,1.0,1.0,1.0,1.5,0.00974999999878125,-1,0
72,0,0,1,0,0,0,1,0,320000,29,2,2,2,2,2,2,58267.0,59246.0,60184.0,58622.0,62307.0,63526.0,2500.0,2500.0,0,4800.0,2400.0,1600.0,1,60358.666666666664,2300.0,0.18862083332743892,0.04290593303241972,0.04219694156567532,0.0,0.08188052267066971,0.03851894650681304,0.02518653779554828,0.03844814692852101,0.18208437499430985,2,6
73,1,0,1,0,0,1,0,0,200000,32,-1,-1,-1,-1,2,-1,9076.0,5787.0,-200.0,5247.0,3848.0,3151.0,5818.0,15.0,9102,17.0,3165.0,1395.0,0,4484.833333333333,3252.0,0.022424166665545458,0.6410312913177612,0.002592016588906169,5.0,0.0032399466361730514,0.8225051975051975,0.44271659790542683,1.1520141749922441,0.045379999997731,2,1
